lugar,implicado,fuente
Corregimiento Santa Cecilia,Grupos Paramilitares,"Noche y Niebla # 15 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre John Jairo Esquivel Cuadrado, alias ""El Tigre"". Barranquilla, 10 de Diciembre de 2007 Unidad de Justicia y Paz. Masacres en el Cesar Audiencia de Imputación John Jairo Esquivel Cuadrado, alias ""El Tigre"", 7 de Noviembre de 2008"
Corregimiento La Ceiba,Grupo Armado No Identificado,Noche y Niebla # 15 Pp. 36 
Corregimiento Norosí,Guerrilla-FARC ,Noche y Niebla # 15 Pp. 37
IPM El Páramo,Guerrilla-FARC ,Noche y Niebla # 15 Pp. 2
,Grupo Armado No Identificado,Unidad de Justicia y Paz. Masacres en el Cesar Pp. 3
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 15 Pp. 3-4 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 287
"Veredas La Honda, San José, El Volcán, La Magdalena y La Venta",Grupos Paramilitares,"Noche y Niebla # 15 Pp. 4 El Colombiano, Medellín, 5 febrero 2000, pp. 1 y 7A"
Sitio La Cacaotera y Vía a IP La Gabarra,Grupo Armado No Identificado,Noche y Niebla # 15 Pp. 6  
Corregimiento Media Luna,Grupos Paramilitares,Unidad de Justicia y Paz. Masacres en el Cesar Pp. 18
Sitio Puente Alcance,Grupos Paramilitares,Noche y Niebla # 15 Pp. 7 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 287
Corregimiento Cerro Bravo-Vereda Cerro Redondo,Grupos Paramilitares,Noche y Niebla # 15 Pp. 8 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 288 Unidad de Justicia y Paz. Masacres en el Cesar
Cabecera Municipal-Vereda El Aguacatal,Grupos Paramilitares,Noche y Niebla # 15 Pp. 9 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Rio Guaviare,Guerrilla-FARC ,Noche y Niebla # 15 Pp. 10
Vereda Trojas de Cataca,Grupos Paramilitares,Noche y Niebla # 15 Pp. 16 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en Magdalena
Corregimiento Batata-Veredas La Sierpe y Curullo Arriba,Grupos Paramilitares,Noche y Niebla # 15 Pp. 20 Versión Libre de Salvatore Mancuso el 16 de Febrero de 2007 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda San Juan ,Grupos Paramilitares,Noche y Niebla # 15 Pp. 23 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 289
Sitios La Mina y Alto Nicanor,Grupos Paramilitares,Noche y Niebla # 15 Pp. 23 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 289 
Corregimiento San Andrés,Grupos Paramilitares,Noche y Niebla # 15 Pp. 26 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 289
Corregimiento Filo Gringo,Grupos Paramilitares,Noche y Niebla # 15 Pp. 25
IPD San José de Apartado,Fuerza Pública-Ejército Nacional,Noche y Niebla # 15 Pp. 34 Fusil o Toga. Toga y Fusil. El Estado contra la comunidad de paz de San José de Apartado Pp. 54
Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 15 Pp. 40
Corregimiento Las Brisas,Grupos Paramilitares,Noche y Niebla # 15 Pp. 45 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar
IP Villa Carola,Grupos Paramilitares,Noche y Niebla # 15 Pp. 49 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 291
"Corregimiento El Salado, Sitio La Loma de las Vacas y Vereda El Balguero (El Carmen de Bolívar), Vereda La Sierra (Córdoba), Corregimientos Canutal y Canutalito (vereda Pativaca) y Flor del Monte (Vereda El Cielito y Bajo Grande)",Grupos Paramilitares,"Memoria Histórica. El Salado. Esa guerra no era nuestra Versión Libre de Uber Enrique Banquez, alias ""Juancho Dique"". Barranquilla, 17 de Diciembre de 2007 Audiencia de Imputación Yairsinio Meza Mercado, alias ""El Gato"", 5 de Junio de 2009"
Corregimientos  San Cayetano-Vereda Las Brisas,Grupos Paramilitares,"Noche y Niebla # 15 Pp. 155-156 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Uber Enrique Banquez, alias ""Juancho Dique"". Barranquilla, 17 de Diciembre de 2007. Versión Libre Edward Cobos, alias ""Diego Vecino"", Barranquilla, 17 de Julio de 2007 Audiencia de Imputación Uber Enrique Banquez, alias ""Juacho Dique"", 19 de Noviembre de 2008 Asociación de Campesinos de San Cayetano y Veredas"
"Vía a Olaya, Sopetrán y Liborina",Grupos Paramilitares,Noche y Niebla # 15 Pp. 154-155
Vereda El El Libano,Grupos Paramilitares,Noche y Niebla # 15 Pp. 159 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 252
Corregimiento Orihueca-Vereda Iberia e Invasión Las Palmas,Grupos Paramilitares,Noche y Niebla # 15 Pp. 161 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 292 Unidad de Justicia y Paz. Masacres en el Magdalena
Corregimiento Chimila,Grupos Paramilitares,Noche y Niebla # 15 Pp. 164 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 293 Unidad de Justicia y Paz. Masacres en el Cesar
Corregimiento La Gabarra,Guerrilla-FARC ,Noche y Niebla # 15 Pp. 169 Policía Nacional. Procesado por Observatorio de Derechos Humanos
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 15 Pp. 175
Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 15 Pp. 178 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Fincas La Argentina y El Crucero,Grupos Paramilitares,Noche y Niebla # 15 Pp. 184 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 293
Veredas La Minita y Altos de Nicanor,Grupos Paramilitares,Noche y Niebla # 15 Pp. 184 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 293
Sitio La Coquera,Grupos Paramilitares,Noche y Niebla # 16 Pp. 49-50
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 16 Pp. 49 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 294
Cabecera Municipal,Guerrilla-ELN ,Noche y Niebla # 16 Pp. 50
Corregimiento Juntas de Uramita,Guerrilla-FARC ,Noche y Niebla # 16 Pp. 50
Zona Rural,Grupos Paramilitares,Noche y Niebla # 16 Pp. 56 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 294 Unidad de Justicia y Paz. Masacres en Magdalena
Zona Rural,Grupos Paramilitares,Noche y Niebla # 16 Pp. 58
Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 16 Pp. 60 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Policía Nacional. Procesado por Observatorio de Derechos Humanos y DIH Versión Libre Isaias Montes Hernández, alias ""Junior"" ó ""Mauricio"""
Corregimiento Samana del Norte,Grupos Paramilitares,Noche y Niebla # 16 Pp. 61 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda La Estrella,Grupos Paramilitares,Noche y Niebla # 16 Pp. 63-64 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 295
Corregimiento Presidente,Grupos Paramilitares,Noche y Niebla # 16 Pp. 66 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 295 
Vereda El Delirio,Grupos Paramilitares,Noche y Niebla # 16 Pp. 73 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Caserío Hato Nuevo-Vereda Mata de Perro,Grupos Paramilitares,"Noche y Niebla # 16 Pp. 75 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 296 Uber Enrique Banquez, alias ""Juancho Dique"". Barranquilla, "
Vereda La Villa,Grupos Paramilitares,Noche y Niebla # 16 Pp. 77-78 Memoria Histórica. La guerra contra todos
IPD El Bizcocho y Vereda El Bosque,Grupos Paramilitares,Noche y Niebla # 16 Pp. 84 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 297
Zona Rural,Guerrilla-FARC ,Noche y Niebla # 16 Pp. 84  
Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 87   
Corregimiento San Bernardo de los Farallones-Vereda La Mina,Grupos Paramilitares,Noche y Niebla # 16 Pp. 87 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 297
Corregimiento Mesopotamia,Grupos Paramilitares,Noche y Niebla # 16 Pp. 89 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento Palo Alto,Grupos Paramilitares,"Noche y Niebla # 16 Pp. 93 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 297 Versión Libre Uber Enrique Banquez, alias ""Juancho Dique"". Barranquilla, 17 de Diciembre de 2007 y 22 de Octubre de 2008"
Río Nuevo Presidente,Grupos Paramilitares,Noche y Niebla # 16 Pp. 100
IPD San Luis Beltrán,Grupos Paramilitares,Noche y Niebla # 16 Pp. 101
Corregimiento Las Palmas,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 108
"Corregimiento Zabaletas, IPD Llano Bajo e IPD Aguaclara (Buenaventura) e IPD La Cascada (Dagua)",Grupos Paramilitares,"Noche y Niebla # 16 Pp. 111-112 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Ever Veloza, alias ""HH"". Medellin, 7 de Noviembre de 2007"
Veredas La Alacena y Riofrio & Casco Urbano,Grupos Paramilitares,Noche y Niebla # 16 Pp. 119 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 16 Pp. 124 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en el Cesar
Corregimiento Casacará,Grupos Paramilitares,"Noche y Niebla # 16 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre John Jairo Esquivel Cuadrado, alias ""El Tigre"". Barranquilla, 10 de Diciembre de 2007 Unidad de Justicia y Paz. Masacres en el Cesar"
Corregimiento Los Canelos,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar Pp. 159
"Sitio La Ye, Ciénaga Morroco y Corregimiento San Rafael",Grupos Paramilitares,Noche y Niebla # 16 Pp. 130
Corregimiento Retiro Nuevo,Grupos Paramilitares,"Noche y Niebla # 16 Pp. 132 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Uber Enrique Banquez, alias ""Juancho Dique"". Barranquilla, 21 de Octubre de 2008"
Sitio Campo Hermoso,Grupos Paramilitares,Noche y Niebla # 16 Pp. 132-133 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 300
Corregimiento Betania,Grupos Paramilitares,Noche y Niebla # 16 Pp. 138 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 101
Caserío La Venta,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 143
IPD Paujil,Guerrilla-EPL ,Noche y Niebla # 16 Pp. 143-144
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 16 Pp. 147 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Caseríos San Isidro y Santa Rita-Vereda Bellavista,Grupos Paramilitares,Noche y Niebla # 16 Pp. 145-146 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 301
Cabecera Municipal & IPD El Chocó,Grupos Paramilitares,Noche y Niebla # 16 Pp. 145
Corregimiento Libertad,Grupos Paramilitares,Memoria Histórica. Género en la Costa Caribe
IP La Lagunita,Grupos Paramilitares,Noche y Niebla # 16 Pp. 156 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 302
Corregimiento San Andrés,Guerrilla-FARC ,Memoria Histórica. El Salado. Esa guerra no era nuestra 
IPD Alto Tigre,Grupos Paramilitares,Noche y Niebla # 16 Pp. 163 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 302
Sitio El Brechón,Grupos Paramilitares,Noche y Niebla # 16 Pp. 166
"Veredas Zaragoza, Katanga y Los Tubos",Grupos Paramilitares,Noche y Niebla # 16 Pp. 168 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 302-303
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 177
Corregimiento Juntas-Vereda Flautas ,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 178
Corregimiento Valencia de Jesús,Grupos Paramilitares,Noche y Niebla # 16 Pp. 182-183 Unidad de Justicia y Paz. Masacres en el Cesar
Caserío San Francisco y Corregimiento Timba (Buenos Aires) & Vereda La Bolsa (Jamundí),Grupos Paramilitares,Noche y Niebla # 16 Pp. 184-185 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
"IPD Santo Domingo, Vereda Chagualito, Vereda La Meseta y Vereda El Barcino",Grupos Paramilitares,Noche y Niebla # 16 Pp. 185 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal y Corregimiento La Estación (Angelopolis) & Cabecera Municipal y Caserío Mojones (Armenia) ,Grupos Paramilitares,Noche y Niebla # 16 Pp. 190 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda El Diamante,Grupos Paramilitares,Noche y Niebla # 16 Pp. 189 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 304
Caserío El Piñal,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 192
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 194
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 196   
Vía a Manaure,Grupos Paramilitares,Noche y Niebla # 16 Pp. 196 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 305
Corregimiento La Gabarra,Grupos Paramilitares,"Noche y Niebla # 17 Pp. 46 Versión Libre Isaias Montes Hernández, alias ""Junior"" ó ""Mauricio"""
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 17 Pp. 48 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 305
Corregimiento Casacará,Grupos Paramilitares,Noche y Niebla # 17 Pp. 48 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 305
"Caserío Alto de la Mina, Corregimiento Hoyo Rico y Vereda Las Animas-Sitio El Quemao",Grupos Paramilitares,Noche y Niebla # 17 Pp. 57 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
IPD San José de Apartado-Vereda La Unión,Grupos Paramilitares,Noche y Niebla # 17 Pp. 58 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 305 Fusil o Toga. Toga y Fusil. El Estado contra la comunidad de paz de San José de Apartado
Vereda La Argelia,Grupos Paramilitares,Noche y Niebla # 17 Pp. 65 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 306
Corregimiento Currulao,Guerrilla-FARC ,Noche y Niebla # 17 Pp. 64
Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 17 Pp. 71 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Rodrigo Tovar Pupo, alias ""Jorge 40"". Barranquilla, 9 de Julio de 2007 Unidad de Justicia y Paz. Masacres en el Magdalena"
Corregimientos Rioancho y Mingueo & Vereda Rionegro,Grupos Paramilitares,Noche y Niebla # 17 Pp. 74 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 307
IP Cumbarco-Vereda La Melba,Grupos Paramilitares,Noche y Niebla # 17 Pp. 77 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 305
Veredas Alto de los Gomez y El Cordoncillo,Grupos Paramilitares,Noche y Niebla # 17 Pp. 78 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 307
Corregimiento Timba,Grupos Paramilitares,Noche y Niebla # 17 Pp. 80 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento Cerro de Burgos,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar Pp. 164
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 17 Pp. 97
Corregimiento Andinápolis-Vereda La Sonadora,Grupo Armado No Identificado,Noche y Niebla # 17 Pp. 97
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 17 Pp. 96 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento San Pedro de la Sierra,Grupos Paramilitares,Noche y Niebla # 17 Pp. 96 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
"Corregimiento Pantanillo, IP Chagualal y Vereda Las Tropas",Grupos Paramilitares,Noche y Niebla # 17 Pp. 96 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 308
Corregimiento La Gabarra-Vereda Las Indias,Guerrilla-FARC ,Noche y Niebla # 17 Pp. 99 Policía Nacional. Procesado por Observatorio de Derechos Humanos y DIH
Vereda Santa Barbara,Grupos Paramilitares,Noche y Niebla # 17 Pp. 109 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 308
Corregimiento Mata de Maiz,Grupos Paramilitares,Noche y Niebla # 17 Pp. 115  En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 17 Pp. 117 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento San Roque,Grupos Paramilitares,"Noche y Niebla # 17 Pp. 116 Audiencia de Imputación contra Isaias Montes Hernández, alias ""Junior"" ó ""Mauricio"""
Corregimiento Cipacoa,Grupos Paramilitares,Noche y Niebla # 17 Pp. 121 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 301
Caserío Los Brasiles-Vereda El Toco,Grupos Paramilitares,Noche y Niebla # 17 Pp. 122-123 Unidad de Justicia y Paz Masacres en el Cesar
Finca La Tolda,Fuerza Pública-Ejército Nacional,Noche y Niebla # 17 Pp. 143
,Grupos Paramilitares,Noche y Niebla # 17 Pp. 143 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 310
Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 17 Pp. 145
Corregimiento Rincón Hondo,Grupos Paramilitares,Noche y Niebla # 17 Pp. 151 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 327 Unidad de Justicia y Paz. Masacres en el Cesar
Corregimiento Altamira  ,Grupos Paramilitares,Noche y Niebla # 17 Pp. 152 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 327
Cabecera Municipal y Caserío La Palmita,Grupos Paramilitares,Noche y Niebla # 17 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 
Corregimiento Rincón Hondo,Grupos Paramilitares,Noche y Niebla # 17 Pp. 157 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 327 Unidad de Justicia y Paz. Masacres en el Cesar
Sitio La Curva del Diablo,Grupos Paramilitares,"Noche y Niebla # 17 Pp. 157-158 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 327 Versión Libre Uber Enrique Banquez, alias ""Juancho Dique"". Barranquilla, 23 de Octubre de 2008"
Vereda Lugo Alto,Guerrilla-FARC ,Noche y Niebla # 17 Pp. 157
,Guerrilla-FARC ,Noche y Niebla # 17 Pp. 158-159
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 17 Pp. 160
Corregimientos Triana y Zaragoza,Grupos Paramilitares,Noche y Niebla # 17 Pp. 161 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 328
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 17 Pp. 162 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 328 Unidad de Justicia y Paz. Masacres en Magdalena
Vereda La Arenera,Grupos Paramilitares,Noche y Niebla # 17 Pp. 162 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 328
Vereda El Pajuil,Grupo Armado No Identificado,Noche y Niebla # 17 Pp. 163
Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 17 Pp. 166 Policía Nacional. Procesado por Observatorio de Derechos Humanos y DIH
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 17 Pp. 171 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 328 Unidad de Justicia y Paz. Masacres en el Cesar
"IP Aures y Burila-Veredas Bosque Alto, Puerto Rico, El Salado y San Gerardo",Grupos Paramilitares,Noche y Niebla # 17 Pp. 171 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
